date	temperature	label	posterior(k=1)	posterior(k=2)	posterior(k=3)	posterior(k=4)	activation(k=1)	activation(k=2)	activation(k=3)	activation(k=4)
2006-06-03	6.2972	2	1.957753e-15	1.000000e+00	0.000000e+00	0.000000e+00	9.916505e-15	4.030857e+00	0.000000e+00	0.000000e+00
2006-06-08	6.4965	2	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.078713e+01	0.000000e+00	0.000000e+00
2006-06-13	6.4091	2	8.197833e-16	1.000000e+00	0.000000e+00	0.000000e+00	7.942813e-15	7.710310e+00	0.000000e+00	0.000000e+00
2006-06-18	6.8974	2	0.000000e+00	1.000000e+00	7.841341e-14	0.000000e+00	0.000000e+00	2.950323e+00	3.449872e-13	0.000000e+00
2006-06-23	7.6795	2	0.000000e+00	1.000000e+00	1.984315e-10	0.000000e+00	0.000000e+00	3.105938e+00	9.190655e-10	0.000000e+00
2006-06-28	8.7397	2	0.000000e+00	9.999989e-01	1.149010e-06	0.000000e+00	0.000000e+00	4.057072e+00	6.951528e-06	0.000000e+00
2006-07-03	9.4526	2	0.000000e+00	9.999699e-01	3.011588e-05	0.000000e+00	0.000000e+00	6.047660e+00	2.716058e-04	0.000000e+00
2006-07-08	17.0864	3	0.000000e+00	0.000000e+00	9.999902e-01	9.789788e-06	0.000000e+00	0.000000e+00	6.926663e-01	1.565920e-06
2006-07-13	16.0435	3	0.000000e+00	0.000000e+00	1.000000e+00	8.586896e-13	0.000000e+00	0.000000e+00	1.653450e+00	3.278652e-13
2006-07-18	12.9896	3	0.000000e+00	1.826789e-08	1.000000e+00	0.000000e+00	0.000000e+00	1.016200e-08	8.295336e-01	0.000000e+00
2006-07-23	9.1685	2	0.000000e+00	9.999938e-01	6.163742e-06	0.000000e+00	0.000000e+00	1.332282e-01	1.224578e-06	0.000000e+00
2006-07-28	8.5338	2	0.000000e+00	1.000000e+00	2.568893e-08	0.000000e+00	0.000000e+00	9.952299e-02	3.812523e-09	0.000000e+00
2006-08-02	10.9317	2	0.000000e+00	9.653733e-01	3.462674e-02	0.000000e+00	0.000000e+00	8.257456e-01	4.416779e-02	0.000000e+00
2006-08-07	14.7239	3	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.820170e-01	0.000000e+00
2006-08-12	13.0885	3	0.000000e+00	6.463123e-10	1.000000e+00	0.000000e+00	0.000000e+00	3.291866e-10	7.595261e-01	0.000000e+00
2006-08-17	9.4898	2	0.000000e+00	9.999875e-01	1.251883e-05	0.000000e+00	0.000000e+00	4.168269e-01	7.781585e-06	0.000000e+00
2006-08-22	6.3036	2	1.134215e-15	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.232575e-02	0.000000e+00	0.000000e+00
2006-08-27	7.1634	2	0.000000e+00	1.000000e+00	7.055140e-15	0.000000e+00	0.000000e+00	1.514743e+00	1.593631e-14	0.000000e+00
2006-09-01	8.6246	2	0.000000e+00	9.999998e-01	1.927076e-07	0.000000e+00	0.000000e+00	1.630896e+00	4.686712e-07	0.000000e+00
2006-09-06	7.8940	2	0.000000e+00	1.000000e+00	4.754597e-11	0.000000e+00	0.000000e+00	3.105479e+00	2.201838e-10	0.000000e+00
2006-09-11	7.7438	2	0.000000e+00	1.000000e+00	2.274673e-11	0.000000e+00	0.000000e+00	5.230986e+00	1.774376e-10	0.000000e+00
2006-09-16	8.0721	2	0.000000e+00	1.000000e+00	2.288482e-10	0.000000e+00	0.000000e+00	2.733091e+00	9.327061e-10	0.000000e+00
2006-09-21	9.0180	2	0.000000e+00	9.999990e-01	9.664765e-07	0.000000e+00	0.000000e+00	4.199916e+00	6.053066e-06	0.000000e+00
2006-09-26	9.0773	2	0.000000e+00	9.999967e-01	3.254966e-06	0.000000e+00	0.000000e+00	4.221531e+00	2.049089e-05	0.000000e+00
2006-10-01	7.8860	2	0.000000e+00	1.000000e+00	2.529629e-10	0.000000e+00	0.000000e+00	4.452510e+00	1.679596e-09	0.000000e+00
2006-10-06	6.6132	2	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000610e+00	0.000000e+00	0.000000e+00
2006-10-11	7.6064	2	0.000000e+00	1.000000e+00	7.578393e-12	0.000000e+00	0.000000e+00	1.534900e+00	1.734604e-11	0.000000e+00
2006-10-16	8.5298	2	0.000000e+00	9.999998e-01	2.429537e-07	0.000000e+00	0.000000e+00	3.134742e+00	1.135713e-06	0.000000e+00
2006-10-21	8.2156	2	0.000000e+00	1.000000e+00	2.300654e-09	0.000000e+00	0.000000e+00	6.777857e+00	2.325341e-08	0.000000e+00
2006-10-26	11.8137	3	0.000000e+00	4.819108e-02	9.518089e-01	0.000000e+00	0.000000e+00	1.092120e-02	3.216595e-01	0.000000e+00
2006-10-31	16.9789	3	0.000000e+00	0.000000e+00	9.999998e-01	2.462764e-07	0.000000e+00	0.000000e+00	4.907866e-01	2.791153e-08
2006-11-05	18.5875	3	0.000000e+00	0.000000e+00	9.098481e-01	9.015186e-02	0.000000e+00	0.000000e+00	3.484240e-01	7.972266e-03
2006-11-10	18.1771	3	0.000000e+00	0.000000e+00	9.948438e-01	5.156206e-03	0.000000e+00	0.000000e+00	5.378890e-01	6.437779e-04
2006-11-15	14.2770	3	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.150512e+00	0.000000e+00
2006-11-20	11.9543	3	0.000000e+00	3.816266e-01	6.183734e-01	0.000000e+00	0.000000e+00	1.664289e-01	4.021462e-01	0.000000e+00
2006-11-25	8.8197	2	0.000000e+00	9.999983e-01	1.739622e-06	0.000000e+00	0.000000e+00	5.150788e+00	1.336203e-05	0.000000e+00
2006-11-30	6.8858	2	0.000000e+00	1.000000e+00	7.948158e-15	0.000000e+00	0.000000e+00	3.170371e+00	3.757679e-14	0.000000e+00
2006-12-05	13.9793	3	0.000000e+00	6.716938e-11	1.000000e+00	0.000000e+00	0.000000e+00	2.327170e-11	5.166540e-01	0.000000e+00
2006-12-10	17.0657	3	0.000000e+00	0.000000e+00	9.999976e-01	2.431533e-06	0.000000e+00	0.000000e+00	3.052927e-01	1.714217e-07
2006-12-15	15.9088	3	0.000000e+00	0.000000e+00	1.000000e+00	1.427511e-14	0.000000e+00	0.000000e+00	1.041523e+00	3.433336e-15
2006-12-20	11.5378	3	0.000000e+00	1.174311e-02	9.882569e-01	0.000000e+00	0.000000e+00	1.130124e-03	1.418261e-01	0.000000e+00
